Report generated on: 05-06-2025 20:03:29
"API","","Jan 1993","Feb 1993","Mar 1993","Apr 1993","May 1993","Jun 1993","Jul 1993","Aug 1993","Sep 1993","Oct 1993","Nov 1993","Dec 1993","Jan 1994","Feb 1994","Mar 1994","Apr 1994","May 1994","Jun 1994","Jul 1994","Aug 1994","Sep 1994","Oct 1994","Nov 1994","Dec 1994","Jan 1995","Feb 1995","Mar 1995","Apr 1995","May 1995","Jun 1995","Jul 1995","Aug 1995","Sep 1995","Oct 1995","Nov 1995","Dec 1995","Jan 1996","Feb 1996","Mar 1996","Apr 1996","May 1996","Jun 1996","Jul 1996","Aug 1996","Sep 1996","Oct 1996","Nov 1996","Dec 1996","Jan 1997","Feb 1997","Mar 1997","Apr 1997","May 1997","Jun 1997","Jul 1997","Aug 1997","Sep 1997","Oct 1997","Nov 1997","Dec 1997","Jan 1998","Feb 1998","Mar 1998","Apr 1998","May 1998","Jun 1998","Jul 1998","Aug 1998","Sep 1998","Oct 1998","Nov 1998","Dec 1998","Jan 1999","Feb 1999","Mar 1999","Apr 1999","May 1999","Jun 1999","Jul 1999","Aug 1999","Sep 1999","Oct 1999","Nov 1999","Dec 1999","Jan 2000","Feb 2000","Mar 2000","Apr 2000","May 2000","Jun 2000","Jul 2000","Aug 2000","Sep 2000","Oct 2000","Nov 2000","Dec 2000","Jan 2001","Feb 2001","Mar 2001","Apr 2001","May 2001","Jun 2001","Jul 2001","Aug 2001","Sep 2001","Oct 2001","Nov 2001","Dec 2001","Jan 2002","Feb 2002","Mar 2002","Apr 2002","May 2002","Jun 2002","Jul 2002","Aug 2002","Sep 2002","Oct 2002","Nov 2002","Dec 2002","Jan 2003","Feb 2003","Mar 2003","Apr 2003","May 2003","Jun 2003","Jul 2003","Aug 2003","Sep 2003","Oct 2003","Nov 2003","Dec 2003","Jan 2004","Feb 2004","Mar 2004","Apr 2004","May 2004","Jun 2004","Jul 2004","Aug 2004","Sep 2004","Oct 2004","Nov 2004","Dec 2004","Jan 2005","Feb 2005","Mar 2005","Apr 2005","May 2005","Jun 2005","Jul 2005","Aug 2005","Sep 2005","Oct 2005","Nov 2005","Dec 2005","Jan 2006","Feb 2006","Mar 2006","Apr 2006","May 2006","Jun 2006","Jul 2006","Aug 2006","Sep 2006","Oct 2006","Nov 2006","Dec 2006","Jan 2007","Feb 2007","Mar 2007","Apr 2007","May 2007","Jun 2007","Jul 2007","Aug 2007","Sep 2007","Oct 2007","Nov 2007","Dec 2007","Jan 2008","Feb 2008","Mar 2008","Apr 2008","May 2008","Jun 2008","Jul 2008","Aug 2008","Sep 2008","Oct 2008","Nov 2008","Dec 2008","Jan 2009","Feb 2009","Mar 2009","Apr 2009","May 2009","Jun 2009","Jul 2009","Aug 2009","Sep 2009","Oct 2009","Nov 2009","Dec 2009","Jan 2010","Feb 2010","Mar 2010","Apr 2010","May 2010","Jun 2010","Jul 2010","Aug 2010","Sep 2010","Oct 2010","Nov 2010","Dec 2010","Jan 2011","Feb 2011","Mar 2011","Apr 2011","May 2011","Jun 2011","Jul 2011","Aug 2011","Sep 2011","Oct 2011","Nov 2011","Dec 2011","Jan 2012","Feb 2012","Mar 2012","Apr 2012","May 2012","Jun 2012","Jul 2012","Aug 2012","Sep 2012","Oct 2012","Nov 2012","Dec 2012","Jan 2013","Feb 2013","Mar 2013","Apr 2013","May 2013","Jun 2013","Jul 2013","Aug 2013","Sep 2013","Oct 2013","Nov 2013","Dec 2013","Jan 2014","Feb 2014","Mar 2014","Apr 2014","May 2014","Jun 2014","Jul 2014","Aug 2014","Sep 2014","Oct 2014","Nov 2014","Dec 2014","Jan 2015","Feb 2015","Mar 2015","Apr 2015","May 2015","Jun 2015","Jul 2015","Aug 2015","Sep 2015","Oct 2015","Nov 2015","Dec 2015","Jan 2016","Feb 2016","Mar 2016","Apr 2016","May 2016","Jun 2016","Jul 2016","Aug 2016","Sep 2016","Oct 2016","Nov 2016","Dec 2016","Jan 2017","Feb 2017","Mar 2017","Apr 2017","May 2017","Jun 2017","Jul 2017","Aug 2017","Sep 2017","Oct 2017","Nov 2017","Dec 2017","Jan 2018","Feb 2018","Mar 2018","Apr 2018","May 2018","Jun 2018","Jul 2018","Aug 2018","Sep 2018","Oct 2018","Nov 2018","Dec 2018","Jan 2019","Feb 2019","Mar 2019","Apr 2019","May 2019","Jun 2019","Jul 2019","Aug 2019","Sep 2019","Oct 2019","Nov 2019","Dec 2019","Jan 2020","Feb 2020","Mar 2020","Apr 2020","May 2020","Jun 2020","Jul 2020","Aug 2020","Sep 2020","Oct 2020","Nov 2020","Dec 2020","Jan 2021","Feb 2021","Mar 2021","Apr 2021","May 2021","Jun 2021","Jul 2021","Aug 2021","Sep 2021","Oct 2021","Nov 2021","Dec 2021","Jan 2022","Feb 2022","Mar 2022","Apr 2022","May 2022","Jun 2022","Jul 2022","Aug 2022","Sep 2022","Oct 2022","Nov 2022","Dec 2022","Jan 2023","Feb 2023","Mar 2023","Apr 2023","May 2023","Jun 2023","Jul 2023","Aug 2023","Sep 2023","Oct 2023","Nov 2023","Dec 2023","Jan 2024","Feb 2024","Mar 2024","Apr 2024","May 2024","Jun 2024","Jul 2024","Aug 2024","Sep 2024","Oct 2024","Nov 2024","Dec 2024","Jan 2025"
"","petroleum and other liquids production (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-WORL-TBPD.M","    World","66906.949","67167.756","66038.889","65740.441","65598.901","65365.926","66008.115","65785.375","66267.798","66932.833","67275.232","67014.189","68644.521","67904.421","67828.363","67568.068","67739.478","68349.817","68275.803","67356.306","68580.566","69160.525","69441.701","69970.069","69526.417","69911.495","69192.534","69823.471","69256.804","68783.554","69811.124","69784.485","70123.135","69739.796","70530.093","70402.165","70673.594","71154.603","71084.108","70845.541","70552.027","70980.805","71339.208","71260.143","71581.304","71802.442","72547.471","73054.7","72991.49","73462.884","72930.535","73724.478","73006.11","72286.96","73234.818","73952.812","74187.599","75337.197","74972.728","74966.431","75584.052","76190.747","76056.049","75596.798","74940.453","74882.648","74299.581","73266.741","73188.905","73725.833","74685.747","74759.044","74518.435","74584.607","74115.609","72979.169","72314.137","72334.389","72929.883","73091.601","72985.338","73754.488","74171.781","73615.499","73584.60358","74391.71687","74501.426","75088.68167","75461.29522","75103.88767","75706.88481","76266.75471","76253.20066","76993.65974","77993.213","76101.09154","76343.72471","76197.09885","76781.26952","75992.87466","75358.18132","73708.94267","76088.69587","76196.33619","75487.22733","75690.88522","75688.475","75608.7758","75289.22561290323","75512.04871428572","74897.15593548387","74137.00166666666","74951.83583870968","74813.41966666667","75763.7923548387","75573.25551612902","75596.177","76973.9949032258","77299.01766666667","76365.05425806451","78076.1435483871","79464.92328571429","79410.47541935484","78004.053","77840.25970967743","77611.39633333334","78359.06003225806","78874.01812903225","78912.763","80155.53541935484","80682.67033333333","81474.2274516129","82134.547","82139.997","82670.427","82082.767","82587.547","84021.03","84415.426","83447.418","83771.06","84626.948","84866.382","84413.942","83905.71","84750.746","84574.082","85317.703","85560.919","84780.934","84696.303","85019.119","83379.815","84090.793","85142.519","85209.149","85282.283","85662.87","85437.038","84963.984","84530.787","84828.463","86146.52","85354.31","85137.556","85366.295","85183.662","84825.648","85160.81","85663.505","85463.02","85471.836","84933.048","84631.559","85610.557","84730.933","84962.697","86352.851","85931.783","86295.393","86699.208147","86782.764147","87003.876147","86545.024147","87268.855147","87226.916147","88226.212147","87283.580147","85676.130147","87271.077147","87023.373147","85724.248147","84463.913636","84992.600636","84859.597636","85326.159636","85288.009636","85552.990636","86460.934636","86093.752636","86494.671636","86979.075636","87164.363636","86673.734636","86390.66873767762","86813.90973767762","87085.08873767762","87248.25273767763","87469.46173767763","87134.04473767763","87458.81873767762","87382.88573767763","87518.40773767763","87810.43073767763","88122.71973767763","88132.18873767763","88985.33526659041","88245.1632665904","87345.36526659041","87322.1292665904","87173.99226659042","88085.07126659041","88566.43126659041","89098.30626659041","88420.39926659041","88942.31726659041","89936.78626659041","90247.3232665904","90633.06882008251","90924.11582008252","90654.86482008251","91043.27682008251","90648.41082008251","90354.11982008252","90849.90782008252","90936.63782008251","90201.76582008251","90909.58782008251","91401.64782008251","91074.60482008252","90262.81386327215","90034.89586327215","90281.54286327215","91177.53486327214","91310.80786327214","91408.81486327214","92271.43586327214","92097.03286327215","91475.99686327214","91742.14086327214","92059.07586327214","92211.92786327214","92285.32831350958","92811.43931350959","92169.50631350958","92465.59331350958","92835.21131350959","93640.86731350959","93879.76831350959","94365.54431350958","94857.43631350959","96098.3763135096","95593.71131350959","96280.08931350958","95086.4232271","94950.0572271","95973.3622271","96049.4932271","96229.3292271","96911.8862271","97428.3222271","97389.5572271","97079.8952271","97242.0422271","97667.2212271","97657.9682271","97338.89767589","96547.25167589","96586.64667589","96408.81767589","95969.71467589","96488.61567589","97549.89567589","96539.53267589","96727.20967589","97956.34667589","99066.00967589","97921.72067589","96945.880366417","96991.427260487","96692.483791977","96379.31207979","97534.590004626","97962.331650793","98688.793616099","98068.468436125","98089.679230141","98705.865645364","99094.884557733","98255.451029589","98652.797720624","98995.724562111","99278.444126521","99467.980541247","99582.747316281","99958.328498044","100976.228009704","101451.472335505","101368.272257349","102059.733646851","102345.32049449","101599.653388143","99765.014773242","99773.118734411","99640.926873155","100021.428725668","99941.949443064","100041.819186015","99643.838775412","100808.784649444","99095.592420883","100962.31713476","101517.745860055","101386.697536489","100894.194543436","99800.447374117","100014.293143274","99573.13954717","88571.920919471","88259.579426758","90220.479978279","91169.711519389","91020.295099899","91426.546807355","92970.798087935","93111.242384215","93720.81607604238","90564.461695266","93743.30573413","93957.938969757","94916.508409646","95332.508223242","96978.504673186","96393.1834031293","96686.39922824931","98055.77174538246","98895.218741599","98262.581284364","98149.28935055336","99164.75335496735","99702.06552065336","98983.41744657136","98971.06124941936","99466.27741236136","100710.33516678835","101266.15981169135","101787.27342289536","101853.49499898436","101960.29852764636","100372.68393119304","101141.54195398901","101745.41566016788","102043.35804260538","101891.34272906467","101324.62459989486","102383.23540501672","101843.66111986645","101663.537937881","102712.84548116235","102847.841853833","103581.59536412488","103574.040370678","101150.961535098","102392.541504662","103143.394993088","103100.874859815","102702.734935113","102711.002997096","102861.666173797","103176.885867885","102060.489842431","103198.880736693","103415.016532477","103350.864742429","102548.47152680883"
"INTL.53-1-AFG-TBPD.M","        Afghanistan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-ALB-TBPD.M","        Albania","11","11","11","11","11","11","11","11","11","11","11","11","10","10","10","10","10","10","10","10","10","10","10","10","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","8.718","8.718","8.718","6.999","6.999","6.999","5.917","5.917","5.917","7","7","7","7.559","7.559","7.559","7.668","7.668","7.668","8","8","8","6.736","6.736","6.736","6.058","6.058","6.058","6.26","6.26","6.26","7.2","7.2","7.2","6.312","6.312","6.312","5.716","5.716","5.716","5.716","5.716","5.716","5.716","5.716","5.716","5.716","5.716","5.716","5.624","5.624","5.624","5.624","5.624","5.624","5.624","5.624","5.624","5.624","5.624","5.624","7.106","7.106","7.106","7.106","7.106","7.106","7.106","7.106","7.106","7.106","7.106","7.106","6","6","6","6","6","6","6","6","6","6","6","6","7.006","7.006","7.006","7.006","7.006","7.006","7.006","7.006","7.006","7.006","7.006","7.006","6.985","6.985","6.985","6.985","6.985","6.985","6.985","6.985","6.985","6.985","6.985","6.985","9.072","9.072","9.072","9.072","9.072","9.072","9.072","9.072","9.072","9.072","9.072","9.072","10.082","10.082","10.082","10.082","10.082","10.082","10.082","10.082","10.082","10.082","10.082","10.082","10.03453","10.03453","10.03453","10.03453","10.03453","10.03453","10.03453","10.03453","10.03453","10.03453","10.03453","10.03453","10.05364","10.05364","10.05364","10.05364","10.05364","10.05364","10.05364","10.05364","10.05364","10.05364","10.05364","10.05364","13.02293","13.02293","13.02293","13.02293","13.02293","13.02293","13.02293","13.02293","13.02293","13.02293","13.02293","13.02293","16.04745","16.04745","16.04745","16.04745","16.04745","16.04745","16.04745","16.04745","16.04745","16.04745","16.04745","16.04745","18.008905","18.008905","18.008905","18.008905","18.008905","18.008905","18.008905","18.008905","18.008905","18.008905","18.008905","18.008905","21.006202","21.006202","21.006202","21.006202","21.006202","21.006202","21.006202","21.006202","21.006202","21.006202","21.006202","21.006202","24.06236","24.06236","24.06236","24.06236","24.06236","24.06236","24.06236","24.06236","24.06236","24.06236","24.06236","24.06236","23.0535","23.0535","23.0535","23.0535","23.0535","23.0535","23.0535","23.0535","23.0535","23.0535","23.0535","23.0535","19.05189","19.05189","19.05189","19.05189","19.05189","19.05189","19.05189","19.05189","19.05189","19.05189","19.05189","19.05189","17.05404","17.05404","17.05404","17.05404","17.05404","17.05404","17.05404","17.05404","17.05404","17.05404","17.05404","17.05404","16.05469","16.05469","16.05469","16.05469","16.05469","16.05469","16.05469","16.05469","16.05469","16.05469","16.05469","16.05469","18.05546","18.05546","18.05546","18.05546","18.05546","18.05546","18.05546","18.05546","18.05546","18.05546","18.05546","18.05546","17.84343","17.77443","17.68243","17.56043","17.46743","17.36643","17.26243","17.16343","17.06343","16.96443","16.86643","16.76843","16.67644","16.57944","16.48344","16.38744","16.29244","16.19844","16.10444","16.0078210968218","15.914821097","15.822821097","15.730821097","15.638821097","15.5495445702412","15.4585445702412","15.3695445702412","15.2795445702412","15.1915445702412","15.1025445702412","15.0155445702412","14.9285445702412","14.841544570241199","14.7555445702412","14.6695445702412","14.5845445702412","14.500371908837","14.417071908837","14.332641996348","14.249206516466","14.166444917693","14.085454690012","14.003119375532","13.922079474988","13.841347521571668","13.760420277","13.681141273684","13.60307534","13.522510061","13.445345575","13.366261389","13.289404105","13.154","13.077","13.056460054","12.980020852","12.85","12.775","12.7","12.626","12.553"
"INTL.53-1-DZA-TBPD.M","        Algeria","1324","1324","1314","1309","1304","1304","1309","1304","1299","1299","1319","1314","1280","1280","1290","1290","1290","1280","1275","1290","1290","1290","1290","1290","1285","1280","1275","1275","1270","1280","1280","1295","1315","1335","1355","1370","1360","1370","1390","1395","1380","1370","1390","1410","1420","1410","1430","1435","1435","1415","1430","1425","1430","1420","1430","1430","1415","1445","1435","1450","1465","1470","1465","1415","1430","1430","1400","1410","1410","1410","1430","1440","1450","1430","1440","1340","1360","1350","1360","1360","1355","1350","1350","1380","1430","1390","1365","1410","1425","1440","1445","1455","1440","1465","1480","1480","1510","1510","1510","1510","1510","1510","1510","1510","1510","1500","1500","1500","1570","1600","1620","1640","1640","1640","1630","1640","1630","1625","1625","1625","1668","1693","1818","1748","1768","1798","1798","1818","1818","1848","1848","1848","1824.749","1824.749","1824.749","1829.749","1829.749","1829.749","1834.749","1859.749","1879.749","1914.749","1914.749","1914.749","1902.863","1917.863","1917.863","1917.863","1922.863","1922.863","1922.863","1942.863","1942.863","1942.863","1942.863","1962.863","1904.605","1924.605","1924.605","1934.605","1929.605","1904.605","1909.605","1909.605","1909.605","1919.605","1919.605","1919.605","1919.469","1899.469","1909.469","1919.469","1939.469","1949.469","1954.469","1954.469","1954.469","1954.469","1964.469","1984.469","1954.481","1954.481","1954.481","1954.481","1954.481","1954.481","1954.481","1954.481","1954.481","1954.481","1954.481","1954.481","1924.9464","1924.9464","1924.9464","1924.9464","1924.9464","1924.9464","1894.9464","1894.9464","1894.9464","1894.9464","1894.9464","1894.9464","1880.8924","1880.8924","1880.8924","1880.8924","1880.8924","1880.8924","1880.8924","1880.8924","1880.8924","1880.8924","1880.8924","1880.8924","1862.5645","1862.5645","1862.5645","1862.5645","1862.5645","1862.5645","1862.5645","1862.5645","1862.5645","1862.5645","1862.5645","1862.5645","1892.7966","1892.7966","1892.7966","1892.7966","1892.7966","1886.7966","1888.7966","1890.7966","1892.7966","1824.7966","1825.7966","1827.7966","1771.0085","1771.0085","1771.0085","1771.0085","1771.0085","1771.0085","1771.0085","1771.0085","1771.0085","1771.0085","1671.0085","1771.0085","1721.8256","1721.8256","1721.8256","1721.8256","1721.8256","1721.8256","1721.8256","1721.8256","1721.8256","1721.8256","1721.8256","1721.8256","1798.1049","1798.1049","1798.1049","1798.1049","1798.1049","1798.1049","1798.1049","1798.1049","1798.1049","1798.1049","1798.1049","1798.1049","1700.0716","1700.0716","1700.0716","1700.0716","1700.0716","1680.0716","1700.0716","1700.0716","1700.0716","1700.0716","1700.0716","1700.0716","1647.1161","1647.1161","1647.1161","1637.1161","1637.1161","1637.1161","1637.1161","1637.1161","1637.1161","1587.1161","1607.1161","1637.1161","1600.1294","1590.1294","1550.1294","1550.1294","1580.1294","1600.1294","1610.1294","1600.1294","1560.1294","1560.1294","1560.1294","1560.1294","1501.1454","1591.1454","1601.1454","1591.1454","1581.1454","1551.1454","1571.1454","1561.1454","1571.1454","1571.1454","1581.1454","1571.1454","1531.0827","1531.0827","1551.0827","1551.0827","1331.0827","1296.0827","1291.0827","1351.0827","1351.0827","1361.0827","1361.0827","1351.0827","1361.2068","1381.2068","1381.2068","1381.2068","1391.2068","1406.2068","1421.2068","1431.1527274752807","1441.152727475","1451.152727475","1461.152727475","1471.152727475","1441.1676674802557","1441.1676674802557","1451.1676674802557","1461.1676674802557","1471.1676674802557","1481.1676674802557","1481.1676674802557","1491.1676674802557","1491.1676674802557","1501.1676674802557","1481.1676674802557","1481.1676674802557","1481.1676674803","1481.1992076235","1471.1903297625","1481.1813369326","1451.1862600112","1421.2071122044","1431.2001878293","1411.1993638674","1421.204899","1431.18575118","1431.2006400347","1421.21992886","1391.187605238","1381.225509333","1381.203120455","1381.206067596","1371.155780735","1371.155337631","1381.145326543","1381.136256413","1381.153838804","1381.150917243","1376.154545639","1391.162117677","1381.123966457"
"INTL.53-1-ASM-TBPD.M","        American Samoa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-AGO-TBPD.M","        Angola","500","510","525","525","520","475","453","470","490","520","530","530","496","489","489","479","479","479","494","489","489","514","494","509","553","573","608","657","657","657","656","656","661","660","665","665","670","680","680","700","700","695","690","690","690","695","695","707","689","689","691","699","701","701","713","717","723","724","734","735","721","721","721","726","726","726","731","731","741","750","750","750","762.06","762.06","762.06","752.06","752.06","752.06","742.06","742.06","742.06","732.06","732.06","742.06","718","723","739","746","756","748","738","744","754","759","758","761","746","749","731","715","742","705","713","701","710","754","785","820","910.602","951.816","938.444","937.623","929.318","893.344","872.336","911.931","886","895.866","817","819","821.672","823.608","851.406","901.209","915.055","864.205","885.805","881.225","857.675","873.239","924.261","945","945.387","938.566","921.715","929.092","931.354","918.645","927.651","964.866","1083.064","1099.233","1110.455","1112.679","1121.547","1130.353","1147.023","1135.509","1158.923","1139.523","1210.811","1388.232","1351.94","1350.479","1420.711","1405.383","1416.912","1408.912","1435.912","1426.634","1278.634","1278.634","1450.634","1439.634","1428.733","1358.212","1432.87","1450.393","1584.621","1614.775","1639.37","1669.276","1679.617","1629.082","1634.674","1724.259","1709.315","1789.916","1794.875","1774.274","1971.067","1977.025","1982.983","1988.94","1994.898","1992.761","1988.894","1917.031","1850.338","1969.532","1969.532","1919.532","1894.556","1819.556","1819.556","1819.556","1819.556","1819.556","1869.556","1929.556","1929.556","1969.556","1969.556","1969.556","2019.552","2039.552","2049.552","2049.552","2009.552","1959.552","1949.552","1869.552","1769.552","1769.552","1769.552","1769.552","1769.518","1769.518","1769.518","1719.518","1619.518","1669.518","1719.518","1769.518","1819.518","1769.518","1919.518","1869.518","1869.531","1919.531","1769.531","1869.531","1819.531","1769.531","1719.531","1819.531","1719.531","1769.531","1749.531","1769.531","1823.511","1773.511","1873.511","1838.511","1873.511","1853.511","1773.511","1753.511","1793.511","1783.511","1803.511","1823.511","1677.329","1747.329","1687.329","1757.329","1697.329","1677.329","1727.329","1827.329","1837.329","1862.329","1827.329","1747.329","1846.137","1796.137","1746.137","1816.137","1796.137","1846.137","1876.137","1896.137","1826.137","1796.137","1846.137","1846.137","1825.163","1820.163","1825.163","1820.163","1845.163","1850.163","1856.163","1860.163","1795.163","1645.163","1725.163","1695.163","1702.286037474","1732.286037474","1672.286037474","1742.286037474","1702.286037474","1732.286037474","1712.286037474","1732.286037474","1712.286037474","1737.286037474","1642.286037474","1682.286037474","1676.075345471","1666.075345471","1636.075345471","1631.075345471","1636.075345471","1606.075345471","1616.075345471","1626.075345471","1646.075345471","1616.075345471","1656.075345471","1636.075345471","1635.425524745","1525.425524745","1535.425524745","1495.425524745","1515.425524745","1475.425524745","1455.425524745","1495.425524745","1445.425524745","1425.425524745","1365.425524745","1495.425524745","1399.46689868","1349.46689868","1449.46689868","1369.46689868","1329.46689868","1269.46689868","1199.46689868","1229.46689868","1289.46689868","1179.46689868","1199.46689868","1149.46689868","1145.303789536","1135.303789536","1175.303789536","1155.303789536","1115.303789536","1105.303789536","1155.303789536","1115.3460714755147","1185.346071476","1135.346071476","1165.346071476","1215.346071476","1158.1037144654354","1218.1037144654354","1188.1037144654354","1238.1037144654354","1198.1037144654354","1238.1037144654354","1178.1037144654354","1218.1037144654354","1188.1037144654354","1148.1037144654354","1108.1037144654354","1148.1037144654354","1185.53957141544","1115.51492658174","1055.52186356374","1135.52889038006","1215.52504358552","1185.50875010121","1215.51416066864","1155.51480449584","1155.510479295","1215.525441176","1185.51380732443","1265.498735425","1193.491850416","1233.462232919","1183.479727138","1133.477424301","1143.508676619","1203.509025935","1153.525235297","1213.53231975","1133.510207515","1133.51251069","1153.509650291","1093.503680974","1063.661935248"
"INTL.53-1-ATA-TBPD.M","        Antarctica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-ATG-TBPD.M","        Antigua and Barbuda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
